striker,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct
BJ McCarthy,34,293,244,110,95,13,0,19,16,18.0,16.28,120.08,0.14
E Sandy,27,293,367,234,101,29,2,32,0,25.0,11.72,79.84,0.09
FA Allen,28,293,214,103,66,9,1,20,21,20.0,14.65,136.92,0.19
A Makri,25,292,426,304,125,23,0,29,0,21.0,13.9,68.54,0.07
Omar Rassol,20,291,247,152,63,14,0,23,18,15.0,19.4,117.81,0.17
Mashrafe Mortaza,35,291,225,109,63,17,0,26,15,24.0,12.12,129.33,0.18
CA Lynn,16,291,221,106,74,9,1,28,14,14.0,20.79,131.67,0.19
DR Patankar,22,291,278,163,88,21,0,30,6,20.0,14.55,104.68,0.13
Thuya Aung,29,291,496,331,143,19,0,20,5,26.0,11.19,58.67,0.05
KK Lin Thu,29,291,407,271,118,26,1,25,3,26.0,11.19,71.5,0.07
SM Kavanagh,34,290,336,160,127,28,1,23,2,26.0,11.15,86.31,0.07
S Veerapathiran,30,289,237,110,85,16,0,19,16,19.0,15.21,121.94,0.15
CPPM Sadun,18,289,312,165,111,29,2,24,3,14.0,20.64,92.63,0.09
C Brennan,22,289,251,104,106,15,1,18,13,14.0,20.64,115.14,0.12
CR Brathwaite,25,289,261,128,92,14,1,13,19,19.0,15.21,110.73,0.12
J Broad,9,288,241,80,117,23,1,26,3,7.0,41.14,119.5,0.12
Sahir Naqash,22,288,211,70,91,28,1,18,11,12.0,24.0,136.49,0.14
A Kheterpal,16,288,234,123,82,16,0,33,7,10.0,28.8,123.08,0.17
M Rathnayake,23,287,362,248,87,19,0,36,3,21.0,13.67,79.28,0.11
S Niyomuhoza,22,287,354,212,117,19,0,30,2,17.0,16.88,81.07,0.09
LH Rodrigues,16,286,286,149,84,26,2,27,6,13.0,22.0,100.0,0.12
H Hotchandani,31,286,381,209,138,25,2,23,0,22.0,13.0,75.07,0.06
HDRL Thirimanne,19,285,254,98,106,20,0,26,5,16.0,17.81,112.2,0.12
F Banunaek,35,284,348,200,126,20,2,22,4,22.0,12.91,81.61,0.07
Amar Naeem,18,283,232,133,65,12,0,23,17,14.0,20.21,121.98,0.17
O Kgeresi,37,282,470,344,124,44,2,16,0,28.0,10.07,60.0,0.03
Imran Ameer,18,282,256,107,110,16,0,29,4,11.0,25.64,110.16,0.13
SF Tiai,19,282,243,131,73,12,1,23,15,15.0,18.8,116.05,0.16
TT Soe,30,281,387,243,117,27,2,26,0,24.0,11.71,72.61,0.07
Rizpha Bano,24,281,334,206,95,15,0,39,0,15.0,18.73,84.13,0.12
C Munoz-Mills,24,280,216,90,76,20,0,23,12,11.0,25.45,129.63,0.16
SA Engelbrecht,10,280,211,77,91,15,1,21,12,8.0,35.0,132.7,0.16
Divyendra Singh,18,279,277,138,104,16,1,29,4,16.0,17.44,100.72,0.12
Gaurav Tiwari,17,279,296,145,106,18,1,26,5,13.0,21.46,94.26,0.1
Fanyan Mughal,23,279,257,150,75,14,0,23,14,21.0,13.29,108.56,0.14
HB Dickson,13,278,197,78,74,11,0,29,11,11.0,25.27,141.12,0.2
D Nanayakkara,24,278,255,157,74,13,0,43,1,21.0,13.24,109.02,0.17
CN Greaves,25,278,254,119,96,26,0,22,7,14.0,19.86,109.45,0.11
AC Agar,28,277,273,128,112,16,1,19,9,21.0,13.19,101.47,0.1
M Pascal,14,277,286,160,87,18,6,34,0,12.0,23.08,96.85,0.12
S Uwera,26,277,431,282,106,48,1,18,0,22.0,12.59,64.27,0.04
Ali Naseer,24,277,216,79,95,22,0,18,11,17.0,16.29,128.24,0.13
D Hemalatha,21,276,247,119,86,15,0,28,8,16.0,17.25,111.74,0.15
Ilyas Ataullah,15,275,199,112,50,4,0,29,16,12.0,22.92,138.19,0.23
Ali Nayyer,20,275,213,81,92,21,1,15,13,14.0,19.64,129.11,0.13
TAM Siriwardana,19,275,208,65,110,13,1,16,12,16.0,17.19,132.21,0.13
Idrees Ul Haque,15,275,219,120,45,17,0,34,10,15.0,18.33,125.57,0.2
SS McKechnie,23,273,275,120,114,29,1,20,3,15.0,18.2,99.27,0.08
C Karunaratne,33,272,257,118,96,26,2,13,11,17.0,16.0,105.84,0.09
R Trumpelmann,27,272,216,101,78,15,0,17,16,16.0,17.0,125.93,0.15
AC Gilchrist,13,272,192,95,51,16,1,27,13,12.0,22.67,141.67,0.21
LV Boas,27,272,309,208,68,34,4,31,0,24.0,11.33,88.03,0.1
Md Ariyan,11,272,197,95,68,8,0,20,18,9.0,30.22,138.07,0.19
BBJL Perera,12,272,249,116,84,16,0,27,8,11.0,24.73,109.24,0.14
A Kano,29,271,379,233,144,22,1,20,0,24.0,11.29,71.5,0.05
HJ Thomas,21,271,370,224,111,23,2,24,2,18.0,15.06,73.24,0.07
Muhammad Haziq Aiman,13,271,161,80,37,9,0,24,20,12.0,22.58,168.32,0.27
J van Heerden,9,271,225,95,84,14,1,36,2,6.0,45.17,120.44,0.17
JA Burns,8,271,195,72,73,17,0,26,10,6.0,45.17,138.97,0.18
P Cuinica,22,271,393,306,84,35,3,27,0,17.0,15.94,68.96,0.07
T Rossi,21,270,239,113,73,25,3,15,13,15.0,18.0,112.97,0.12
RR Sharan,15,270,271,172,68,13,0,20,16,13.0,20.77,99.63,0.13
Irfan Hafejee,16,270,323,191,95,18,1,28,4,14.0,19.29,83.59,0.1
LE Bosman,12,270,186,93,44,15,0,22,18,12.0,22.5,145.16,0.22
L Goodall,15,270,243,103,102,16,0,31,2,11.0,24.55,111.11,0.14
Muhammad Zohaib,13,270,263,132,90,18,0,27,6,12.0,22.5,102.66,0.13
Rizwan Butt,42,270,228,109,90,16,0,7,20,27.0,10.0,118.42,0.12
JL Jonassen,31,269,315,153,129,14,4,22,2,27.0,9.96,85.4,0.08
Anoop Orsu,22,269,223,111,71,20,0,20,13,16.0,16.81,120.63,0.15
ABY Smith,16,269,390,251,142,33,3,13,0,14.0,19.21,68.97,0.03
M Spoors,9,269,225,104,69,22,0,30,6,7.0,38.43,119.56,0.16
Sohaib Maqsood,20,268,230,110,77,15,5,20,11,19.0,14.11,116.52,0.13
JV Chand,10,268,252,104,115,11,1,23,6,8.0,33.5,106.35,0.12
P Aho,34,268,237,101,83,35,1,19,6,17.0,15.76,113.08,0.11
AT Carey,28,267,243,105,97,18,0,23,7,24.0,11.12,109.88,0.12
R Abdulkareem,30,267,311,178,96,19,1,19,9,20.0,13.35,85.85,0.09
A Kolan,18,267,332,161,130,36,3,14,0,12.0,22.25,80.42,0.04
P Rathnayake,10,266,181,55,77,18,1,27,7,9.0,29.56,146.96,0.19
Mohammad Saifuddin,22,266,227,101,90,16,0,21,10,10.0,26.6,117.18,0.14
S Vesawkar,16,266,267,118,110,17,0,20,7,10.0,26.6,99.63,0.1
Rafiullah,22,265,151,73,39,9,0,13,26,19.0,13.95,175.5,0.26
Suman Ghimire,10,265,218,95,76,20,1,29,5,7.0,37.86,121.56,0.16
Washington Sundar,23,265,200,94,70,12,1,21,14,15.0,17.67,132.5,0.18
Steven Ryan Taylor,8,265,207,95,67,13,0,28,10,7.0,37.86,128.02,0.18
R Baaleri,18,265,316,175,108,30,3,19,2,14.0,18.93,83.86,0.07
A Argyropoulou,24,265,406,325,104,31,1,24,0,21.0,12.62,65.27,0.06
BI Dilruksha,13,265,248,132,83,12,0,26,9,13.0,20.38,106.85,0.14
AUKDS Kalugala,16,265,218,131,43,20,0,29,11,16.0,16.56,121.56,0.18
P Pushparajan,10,265,177,70,60,15,1,22,14,10.0,26.5,149.72,0.2
Noman Amjad,27,265,246,101,100,32,1,14,7,20.0,13.25,107.72,0.09
MV Boucher,19,264,269,115,122,18,2,22,2,14.0,18.86,98.14,0.09
R Mutumbami,18,264,222,100,85,9,3,17,14,16.0,16.5,118.92,0.14
Hamid Mahmood,14,264,250,104,108,16,0,22,6,8.0,33.0,105.6,0.11
Osama Mahmood,12,263,225,120,75,20,2,25,7,10.0,26.3,116.89,0.14
AN Lascu,9,263,185,98,51,2,0,37,10,6.0,43.83,142.16,0.25
A Turay,16,263,250,146,60,24,3,29,5,15.0,17.53,105.2,0.14
F Samanyika,23,263,478,362,108,34,1,21,0,20.0,13.15,55.02,0.04
Abdul-Shakoor Rahimzei,18,262,238,119,73,24,5,21,7,14.0,18.71,110.08,0.12
Mehran Khan,32,262,249,113,103,14,1,14,12,27.0,9.7,105.22,0.1
A Turkmen,15,262,197,93,74,10,0,24,12,10.0,26.2,132.99,0.18
R Tari,26,262,254,105,99,31,1,11,9,19.0,13.79,103.15,0.08
XM Marshall,17,261,257,130,92,14,0,22,8,17.0,15.35,101.56,0.12
H Hiri,16,261,253,115,94,17,1,22,7,12.0,21.75,103.16,0.11
SA Wijeratne,13,261,214,103,68,10,3,38,2,11.0,23.73,121.96,0.19
D Pretorius,17,261,159,62,52,14,1,22,15,12.0,21.75,164.15,0.23
A Venkatesh,15,260,241,103,102,22,2,24,2,11.0,23.64,107.88,0.11
IM Vaghela,25,260,325,168,114,37,2,15,1,18.0,14.44,80.0,0.05
KH Abe,21,260,215,104,72,20,2,16,13,17.0,15.29,120.93,0.13
Ayesha Hasan,17,259,343,248,109,31,4,19,0,16.0,16.19,75.51,0.06
TS Kamunhukamwe,12,259,246,139,65,17,0,25,10,12.0,21.58,105.28,0.14
Waqas Barkat,25,259,281,121,112,32,1,20,0,22.0,11.77,92.17,0.07
Amoluk Singh,12,258,240,134,64,10,0,36,5,10.0,25.8,107.5,0.17
LB Ferbrache,19,258,286,120,136,22,2,12,4,13.0,19.85,90.21,0.06
Azhar Andani,11,258,242,125,78,27,0,30,1,8.0,32.25,106.61,0.13
SY Nihute,17,258,292,132,120,26,2,14,4,15.0,17.2,88.36,0.06
Z Bimenyimana,44,258,212,119,40,31,2,15,15,29.0,8.9,121.7,0.14
Lucas Rossi,17,258,265,140,79,25,3,24,4,15.0,17.2,97.36,0.11
K Shrestha,31,257,343,224,86,31,3,25,0,24.0,10.71,74.93,0.07
A Natubhai Ahir,20,257,273,161,72,18,3,17,12,20.0,12.85,94.14,0.11
Sheraz Sheikh,24,257,265,159,74,12,1,12,18,18.0,14.28,96.98,0.11
JT Smuts,19,257,236,129,74,6,1,27,10,19.0,13.53,108.9,0.16
A Brindle,18,256,262,92,122,37,2,12,1,11.0,23.27,97.71,0.05
I Udana,24,256,186,78,60,21,2,16,14,14.0,18.29,137.63,0.16
AA Patil,24,255,240,94,100,21,1,26,1,15.0,17.0,106.25,0.11
Mehboob Ali,10,255,130,64,25,1,0,27,20,10.0,25.5,196.15,0.36
Ritik Tomar,21,255,222,112,75,21,0,21,9,17.0,15.0,114.86,0.14
SE Marsh,15,255,248,112,102,12,3,15,10,13.0,19.62,102.82,0.1
NMS Param,12,254,201,74,91,16,0,21,7,9.0,28.22,126.37,0.14
TT Aung,23,254,394,268,108,19,0,27,0,19.0,13.37,64.47,0.07
M Kasselman,17,254,252,135,85,13,3,20,9,13.0,19.54,100.79,0.12
Kashif Siddique,11,254,184,93,46,8,0,39,6,11.0,23.09,138.04,0.24
L Steenkamp,11,253,195,84,68,17,3,25,7,11.0,23.0,129.74,0.16
Sayed Monib,24,253,139,48,55,5,0,14,22,15.0,16.87,182.01,0.26
Yasin Patel,29,253,287,134,129,15,2,10,8,15.0,16.87,88.15,0.06
Khizar Hayat,29,253,261,99,140,10,1,15,5,18.0,14.06,96.93,0.08
A Suwanchonrathi,24,253,341,205,98,18,5,26,0,22.0,11.5,74.19,0.08
CP Rizwan,12,252,224,78,111,15,1,21,4,10.0,25.2,112.5,0.11
M Jansen,19,252,175,79,56,8,0,15,20,14.0,18.0,144.0,0.2
Javed Hina,20,252,306,203,90,25,0,28,0,13.0,19.38,82.35,0.09
S Tippoch,36,252,371,219,118,28,0,18,1,24.0,10.5,67.92,0.05
RA Herman,11,250,198,82,71,16,1,21,10,9.0,27.78,126.26,0.16
A Parima,15,250,217,123,63,9,1,25,11,13.0,19.23,115.21,0.17
FA Cossa,15,250,222,135,50,13,0,24,13,10.0,25.0,112.61,0.17
Aminuddin Ramly,19,249,167,58,74,7,1,11,19,15.0,16.6,149.1,0.18
RV Uthappa,12,249,211,91,75,17,0,26,6,10.0,24.9,118.01,0.15
SH Venugopal,13,249,231,85,108,20,1,14,7,10.0,24.9,107.79,0.09
Kanchan Rana,14,249,261,144,92,39,1,19,0,11.0,22.64,95.4,0.07
M Raikes,7,248,161,64,66,8,2,25,10,6.0,41.33,154.04,0.22
Muhammad Siddiqui,11,248,208,124,57,10,1,24,12,11.0,22.55,119.23,0.17
JS Malhotra,14,248,213,81,102,7,2,18,9,11.0,22.55,116.43,0.13
B Bezuidenhout,23,247,244,126,76,18,1,30,2,20.0,12.35,101.23,0.13
SN Shihepo,48,247,335,192,108,30,1,19,0,30.0,8.23,73.73,0.06
Wasim Ali,15,247,197,79,87,8,0,18,12,12.0,20.58,125.38,0.15
D Muhumuza,18,247,248,127,91,10,2,19,9,11.0,22.45,99.6,0.11
Taranjit Singh,14,247,114,40,40,3,1,18,21,11.0,22.45,216.67,0.34
Festus Benn,20,246,317,190,91,22,1,24,2,14.0,17.57,77.6,0.08
Abhishek Ahuja,12,246,216,105,76,17,0,19,10,12.0,20.5,113.89,0.13
BN Toube,15,244,240,151,51,13,1,35,4,14.0,17.43,101.67,0.16
Awais Ahmed,16,244,219,111,68,11,0,25,9,14.0,17.43,111.42,0.16
AT Nidamanuru,19,244,225,105,83,20,1,10,13,18.0,13.56,108.44,0.1
Amir Zaib,16,243,192,77,73,19,2,21,7,12.0,20.25,126.56,0.15
S Foster,18,243,262,120,95,30,4,19,0,14.0,17.36,92.75,0.07
AIV Benatar,11,243,296,198,85,36,2,20,0,6.0,40.5,82.09,0.07
IS Sodhi,40,243,223,106,81,13,2,13,13,27.0,9.0,108.97,0.12
Shakeel Ahmed,25,243,253,127,95,15,0,16,9,17.0,14.29,96.05,0.1
M Veringmeier,11,242,217,80,108,7,0,24,4,10.0,24.2,111.52,0.13
PL Mommsen,9,242,184,72,68,24,0,21,7,7.0,34.57,131.52,0.15
Harmeet Singh,21,242,166,65,63,14,3,13,15,15.0,16.13,145.78,0.17
JN Malan,11,241,186,83,63,6,0,25,11,11.0,21.91,129.57,0.19
UT Khawaja,9,241,182,73,66,9,1,31,5,8.0,30.12,132.42,0.2
Avishka Iroshan,11,241,212,103,77,12,0,23,8,9.0,26.78,113.68,0.15
GSNFG Jayasuriya,16,241,222,99,90,10,1,20,8,16.0,15.06,108.56,0.13
Aaftab Alam Khan,21,241,194,92,71,15,2,20,9,14.0,17.21,124.23,0.15
LMM Tahuhu,33,241,216,96,74,22,3,21,5,20.0,12.05,111.57,0.12
Amjad Javed,14,240,216,111,74,14,0,12,15,11.0,21.82,111.11,0.12
Sandeep Goud,35,240,297,171,101,15,1,10,11,25.0,9.6,80.81,0.07
D Ferreira,15,240,154,62,52,17,0,13,17,12.0,20.0,155.84,0.19
Junaid Siddique,28,240,180,86,52,17,2,22,10,15.0,16.0,133.33,0.18
A Randhawa,22,239,307,166,117,21,0,14,4,17.0,14.06,77.85,0.06
Ayesha Zafar,19,239,269,144,97,12,0,28,1,15.0,15.93,88.85,0.11
E Claridge,13,239,203,90,69,21,0,29,2,13.0,18.38,117.73,0.15
ASF Sirah,17,238,188,83,70,10,0,25,8,12.0,19.83,126.6,0.18
G Wetherall,17,238,221,142,48,21,2,28,5,12.0,19.83,107.69,0.15
J Campbell,13,238,192,81,70,15,2,15,12,10.0,23.8,123.96,0.14
SC Getkate,21,238,207,74,102,11,0,9,13,17.0,14.0,114.98,0.11
Marina Iqbal,18,238,297,157,105,13,1,23,2,12.0,19.83,80.13,0.08
Mohamed Arief,14,237,193,79,77,13,0,26,5,11.0,21.55,122.8,0.16
O Batisani,15,237,317,240,59,25,4,29,0,14.0,16.93,74.76,0.09
Khalid Latif,12,237,225,110,79,8,2,25,6,9.0,26.33,105.33,0.14
D Saxena,8,236,257,135,85,24,1,25,0,5.0,47.2,91.83,0.1
RE Levi,13,236,167,80,47,8,1,20,15,11.0,21.45,141.32,0.21
YK Pathan,18,236,161,68,63,12,1,11,17,13.0,18.15,146.58,0.17
S Choden,29,236,408,253,140,26,0,11,0,21.0,11.24,57.84,0.03
L Keny,31,235,345,212,126,25,1,14,0,22.0,10.68,68.12,0.04
R Sakurano-Thomas,24,235,250,105,95,39,2,11,2,18.0,13.06,94.0,0.05
F Suluoto,21,234,233,135,71,14,1,15,12,16.0,14.62,100.43,0.12
Esam Rahman,8,234,177,78,58,16,0,21,10,7.0,33.43,132.2,0.18
SK Rana,23,234,334,215,95,25,1,20,1,19.0,12.32,70.06,0.06
S Chinawa,22,234,339,257,76,28,0,24,1,18.0,13.0,69.03,0.07
Y Jalloh,16,234,269,138,97,23,3,19,1,14.0,16.71,86.99,0.07
A Perera,23,234,334,189,115,26,1,16,0,18.0,13.0,70.06,0.05
J Botha,22,234,198,85,81,10,1,19,9,13.0,18.0,118.18,0.14
J Miyaji,27,233,218,93,91,19,0,5,14,19.0,12.26,106.88,0.09
NKF Rada Rani,16,232,282,158,103,36,3,12,0,9.0,25.78,82.27,0.04
BAD Manenti,11,231,160,58,64,6,1,20,12,10.0,23.1,144.38,0.2
C Pyle,12,231,178,81,61,12,0,23,9,10.0,23.1,129.78,0.18
BM Pecic,10,231,198,106,75,8,0,14,14,10.0,23.1,116.67,0.14
Faisal Raza,15,231,195,80,80,16,1,14,10,12.0,19.25,118.46,0.12
A Dirannehelage,12,231,335,293,85,17,0,28,0,8.0,28.88,68.96,0.08
Mohamed Azzam,30,231,316,170,114,25,1,13,2,24.0,9.62,73.1,0.05
P Murungi,23,231,197,96,58,13,5,21,8,16.0,14.44,117.26,0.15
Shahil Momin,15,231,251,103,106,30,1,14,1,11.0,21.0,92.03,0.06
IY Mckeon,10,230,207,126,48,14,0,28,7,10.0,23.0,111.11,0.17
Khadija Khalil,40,230,371,225,125,26,3,11,0,29.0,7.93,61.99,0.03
R Escobar,15,230,300,148,127,22,1,11,2,10.0,23.0,76.67,0.04
Muslim Yar,20,229,192,87,66,15,1,16,11,15.0,15.27,119.27,0.14
E Solomon,8,229,209,83,88,21,1,24,0,6.0,38.17,109.57,0.11
NRJ Croes,15,228,173,50,76,26,2,22,1,8.0,28.5,131.79,0.13
Z Kamara,30,227,274,164,74,27,5,21,0,17.0,13.35,82.85,0.08
N Caruana,11,227,341,225,128,30,5,6,0,8.0,28.38,66.57,0.02
Khurram Nawaz,16,227,190,82,83,7,0,16,11,10.0,22.7,119.47,0.14
Devender Singh,18,227,219,114,79,19,0,17,7,11.0,20.64,103.65,0.11
D Njoroge,13,227,244,142,75,27,2,23,0,7.0,32.43,93.03,0.09
B Ito-Davis,18,226,202,80,92,23,2,13,5,14.0,16.14,111.88,0.09
S Gill,14,226,187,71,78,23,2,12,8,7.0,32.29,120.86,0.11
A Aikenhead,17,226,261,155,79,28,1,22,0,14.0,16.14,86.59,0.08
MA Baig,13,226,256,128,98,17,0,19,3,7.0,32.29,88.28,0.09
DAS Gunaratne,12,225,178,60,84,13,1,19,6,9.0,25.0,126.4,0.14
MN van Wyk,7,225,157,74,49,5,2,19,14,6.0,37.5,143.31,0.21
SKDT Madusanka,13,224,249,161,59,12,3,30,2,10.0,22.4,89.96,0.13
G Thakur,11,224,185,97,55,16,0,24,6,9.0,24.89,121.08,0.16
P Sabu,14,224,244,148,70,32,2,21,0,12.0,18.67,91.8,0.09
Mahmud Jasat,17,224,307,175,100,28,0,14,2,15.0,14.93,72.96,0.05
ASS Fletcher,41,223,260,131,98,20,3,19,0,28.0,7.96,85.77,0.07
K Arua,17,223,297,176,96,25,3,17,0,10.0,22.3,75.08,0.06
H Deshan,11,222,166,86,49,16,1,27,5,11.0,20.18,133.73,0.19
H Iwasaki,24,222,238,142,64,28,0,21,3,23.0,9.65,93.28,0.1
Akhil Anil,20,222,192,87,68,13,0,17,10,14.0,15.86,115.62,0.14
FL Mackay,13,222,229,103,94,12,0,23,2,10.0,22.2,96.94,0.11
CN Onwuzulike,18,222,219,113,72,17,0,17,8,16.0,13.88,101.37,0.11
Taskin Ahmed,36,221,214,119,61,15,2,19,8,19.0,11.63,103.27,0.13
J Mubarak,14,221,169,63,73,12,0,19,8,10.0,22.1,130.77,0.16
ZP Ikiua,13,221,263,162,68,14,2,27,1,12.0,18.42,84.03,0.11
Delawar Khan,20,221,165,78,52,18,1,13,13,14.0,15.79,133.94,0.16
I Chuma,29,220,332,235,96,24,0,19,0,20.0,11.0,66.27,0.06
EL Watson,25,220,311,188,94,24,0,18,1,21.0,10.48,70.74,0.06
MPP San,27,220,353,248,93,23,3,18,0,20.0,11.0,62.32,0.05
V Zimonjic,22,220,199,93,75,18,1,22,3,15.0,14.67,110.55,0.13
Rony Talukdar,9,220,160,67,54,16,0,23,7,9.0,24.44,137.5,0.19
L Tshuma,28,220,247,145,74,13,4,21,4,19.0,11.58,89.07,0.1
MK Amusa,14,219,337,223,84,23,3,20,0,14.0,15.64,64.99,0.06
E Mathew,22,219,236,116,86,25,1,11,6,19.0,11.53,92.8,0.07
Aziz Mohammad,11,219,158,93,33,8,0,20,15,11.0,19.91,138.61,0.22
DK Anefie,21,218,187,83,57,28,1,9,11,14.0,15.57,116.58,0.11
AA Navicha,14,218,225,128,68,18,2,12,10,11.0,19.82,96.89,0.1
SSJ Brooks,12,218,212,117,61,14,1,15,11,11.0,19.82,102.83,0.12
Simi Singh,30,218,207,81,101,10,3,16,4,20.0,10.9,105.31,0.1
I Kaia,16,218,196,92,63,15,1,23,5,14.0,15.57,111.22,0.14
AK Sah,13,218,182,102,42,11,2,19,12,13.0,16.77,119.78,0.17
W Boshoff,15,217,251,130,94,20,3,14,3,13.0,16.69,86.45,0.07
Khalid Ahmadi,19,217,121,52,38,5,1,16,17,11.0,19.73,179.34,0.27
SF Mire,6,217,170,82,48,14,1,18,11,6.0,36.17,127.65,0.17
RS Glen,18,217,210,113,56,26,3,22,2,16.0,13.56,103.33,0.11
Nasrulla Rana,33,217,201,93,76,13,1,13,10,19.0,11.42,107.96,0.11
D Parashar,22,216,200,72,104,14,0,9,8,10.0,21.6,108.0,0.08
TT Bresnan,21,216,170,59,68,21,2,16,6,12.0,18.0,127.06,0.13
Ali Saleem,12,216,178,86,58,18,0,14,11,11.0,19.64,121.35,0.14
ARA Chambers,13,216,231,118,86,12,0,25,1,12.0,18.0,93.51,0.11
B Etim,20,215,309,222,75,20,2,22,1,17.0,12.65,69.58,0.07
D Sabir,21,215,189,72,78,19,1,18,4,14.0,15.36,113.76,0.12
EMDY Munaweera,13,215,164,82,46,9,3,25,7,12.0,17.92,131.1,0.2
Lokesh Bam,18,215,150,78,37,10,0,17,15,14.0,15.36,143.33,0.21
WP Masakadza,37,215,240,114,99,17,0,13,5,24.0,8.96,89.58,0.08
Atif Rasheed,15,215,180,87,54,25,1,12,10,15.0,14.33,119.44,0.12
DG Blampied,21,214,225,81,103,29,1,11,1,11.0,19.45,95.11,0.05
S Prasanna,20,214,161,81,56,11,2,13,13,14.0,15.29,132.92,0.16
C Uwamahoro,18,214,252,160,61,26,3,23,0,13.0,16.46,84.92,0.09
KTK Rodrigo,12,214,231,122,78,15,0,22,3,11.0,19.45,92.64,0.11
HV Mandhyan,17,214,221,122,76,18,0,15,7,15.0,14.27,96.83,0.1
YH Bhatia,14,214,242,130,76,15,0,24,2,12.0,17.83,88.43,0.11
Adam Senn,10,214,155,48,78,13,0,14,9,6.0,35.67,138.06,0.15
PZ Kamunya,32,213,300,180,85,19,2,21,0,25.0,8.52,71.0,0.07
S Meghana,11,213,205,110,63,7,0,31,2,9.0,23.67,103.9,0.16
K Nestor,24,213,227,137,63,16,0,19,7,19.0,11.21,93.83,0.11
N Khanna,20,213,161,72,54,18,1,24,4,12.0,17.75,132.3,0.17
C Mahamalage,21,212,322,209,98,21,0,18,0,15.0,14.13,65.84,0.06
Abhishek Anand,12,212,179,109,48,7,0,18,13,11.0,19.27,118.44,0.17
S Cotter,13,212,210,110,66,16,0,24,3,12.0,17.67,100.95,0.13
Muhammad Fahad,4,211,89,28,23,1,0,21,17,4.0,52.75,237.08,0.43
S Samarawickrama,15,211,204,87,89,12,0,23,1,13.0,16.23,103.43,0.12
Khalid Zahid,19,211,149,57,58,15,1,15,10,14.0,15.07,141.61,0.17
RS Williams,21,210,256,140,84,15,0,24,0,18.0,11.67,82.03,0.09
ZXM Vukusic,8,210,161,62,66,8,0,14,12,8.0,26.25,130.43,0.16
CA Ingram,9,210,162,69,56,10,0,23,7,8.0,26.25,129.63,0.19
CJ Delany,9,210,193,98,53,30,1,22,1,7.0,30.0,108.81,0.12
Haris Sohail,13,210,204,90,82,20,2,16,3,11.0,19.09,102.94,0.09
J Pandey,12,210,252,145,85,19,1,21,0,9.0,23.33,83.33,0.08
CN Kakuru,24,209,208,100,65,22,4,19,2,17.0,12.29,100.48,0.1
Amir Butt,8,208,159,75,48,17,2,9,14,8.0,26.0,130.82,0.14
AS Gorad,17,208,380,303,96,21,2,16,0,14.0,14.86,54.74,0.04
C Hartmann,17,208,197,88,82,14,0,11,9,11.0,18.91,105.58,0.1
A Sutherland,23,208,152,52,58,16,0,25,3,18.0,11.56,136.84,0.18
J Tuffin,16,208,212,93,89,22,1,12,4,10.0,20.8,98.11,0.08
C De Freitas,5,207,112,40,34,14,1,19,11,5.0,41.4,184.82,0.27
BMAJ Mendis,15,207,174,78,69,15,0,18,6,10.0,20.7,118.97,0.14
Hamza Tariq,18,207,145,48,67,11,2,13,10,10.0,20.7,142.76,0.16
T Mishra,12,206,230,117,84,19,0,15,4,12.0,17.17,89.57,0.08
R Kanoh,31,206,223,120,70,17,0,21,3,20.0,10.3,92.38,0.11
SV Shetty,15,206,235,152,69,17,3,19,3,12.0,17.17,87.66,0.09
SL Verma,5,206,134,53,42,17,2,7,16,4.0,51.5,153.73,0.17
DJ Willey,23,206,156,67,56,12,0,15,11,13.0,15.85,132.05,0.17
WL Madsen,7,205,155,53,65,15,0,20,5,6.0,34.17,132.26,0.16
DL Vettori,21,205,190,68,91,20,2,14,2,11.0,18.64,107.89,0.08
Mariamma Hyder,34,203,348,249,75,21,0,20,1,20.0,10.15,58.33,0.06
Kamran Khan,12,203,137,76,18,11,1,25,10,12.0,16.92,148.18,0.26
WJ Cope,24,203,198,112,52,15,3,28,0,18.0,11.28,102.53,0.14
GR Russ,19,203,239,120,87,16,0,18,2,10.0,20.3,84.94,0.08
DS Smith,6,203,161,77,48,17,1,22,5,5.0,40.6,126.09,0.17
AB Kamara,16,203,206,85,91,18,0,7,8,13.0,15.62,98.54,0.07
JM Kemp,7,203,160,72,55,7,2,17,10,3.0,67.67,126.88,0.17
Kamran Ahmadzai,9,203,114,46,27,18,0,14,14,7.0,29.0,178.07,0.25
Aftab Ahmed,11,203,170,74,62,10,1,22,5,9.0,22.56,119.41,0.16
M Yunusu Issa,26,203,169,77,53,20,0,14,9,16.0,12.69,120.12,0.14
PE Kulume,29,202,258,160,76,15,0,24,0,18.0,11.22,78.29,0.09
KADA Kanchana,33,201,232,104,94,17,1,16,1,23.0,8.74,86.64,0.07
D Panda,12,201,171,66,70,25,1,12,5,9.0,22.33,117.54,0.1
EF Beard,14,201,174,86,50,16,3,20,5,11.0,18.27,115.52,0.14
LG Pretorius,13,201,157,75,54,6,1,27,4,13.0,15.46,128.03,0.2
Musa Shaheen,17,200,200,100,74,19,0,10,8,15.0,13.33,100.0,0.09
Wahidullah Sahak,14,200,177,83,57,13,1,18,7,12.0,16.67,112.99,0.14
C Esterhuizen,5,200,137,66,38,10,0,16,13,4.0,50.0,145.99,0.21
S Maduranga,14,200,232,137,72,9,0,20,5,10.0,20.0,86.21,0.11
